	pex19Δ-1	pex19Δ-2	pex19Δ-3	pex19Δ-6	pex19Δ-7	pex19Δmsp1Δ-1	pex19Δmsp1Δ-2	pex19Δmsp1Δ-3	pex19Δmsp1Δ-4	pex19Δmsp1Δ-5	log$_2$(Fold Change)	p-val	padj	-log$_1$$_0$(p-value)	Cohen's $\mathit{d}$
FAR10	11.1914	5.51966	4.93615	10.1949	15.6409	4.48024	12.1478	13.3663	14.2154	8.30712	0.14536926771047107	0.7168032660115367	0.9979149347641074	0.14460002454074594	0.2377048523055513
TCM62	8.06082	9.0055	9.21818	10.025	11.1761	11.4762	8.40912	9.38492	11.9254	11.3187	0.14522134807281661	0.2752452813112857	0.9496651698775719	0.560280117653346	0.7406871069771961
RPP2A	11.1435	6.38867	7.07264	11.602	11.2801	12.3164	7.80698	11.6294	10.0509	10.7095	0.14514968020759722	0.48625559557019127	0.9979149347641074	0.3131353880080871	0.4616467402775027
KCC4	10.9508	8.84342	9.05839	7.49516	11.1407	10.4132	10.1998	9.75785	13.6242	8.51654	0.1450586040379718	0.3838742734744309	0.9872176283125574	0.4158109924996248	0.5826313174106313
RIX7	10.5277	11.2635	10.7497	8.62574	6.32295	16.103	11.3335	7.49663	6.67473	10.9026	0.14499353317587813	0.6121865865623408	0.9979149347641074	0.213116190331264	0.33359347118955013
HFA1	9.91992	11.3445	11.4045	9.141	10.6966	10.72	8.39321	8.53893	10.6057	9.23568	-0.14476589459679082	0.16659322974414958	0.8903049346605897	0.778342652055893	0.9623723592081175
YCR102C	20.985	8.73132	6.21558	10.9973	5.57594	5.80498	14.5731	13.9746	5.16114	7.98099	-0.144688791164179	0.7781360135527475	0.9979149347641074	0.10894448427948256	0.18431653000166667
HAL5	10.7618	9.36009	8.80246	9.30476	9.26636	11.6182	10.7083	11.0485	10.2639	8.86571	0.14465418024736507	0.1172167943481467	0.8903049346605897	0.9310101599032786	1.1103839581201045
SCS22	11.6159	8.16069	8.56628	8.423	10.7298	9.45331	12.0636	11.6613	10.2973	9.02888	0.14464206011427858	0.3076790214690241	0.9693684594289182	0.5119021143175005	0.6890322734922161
COX11	8.15885	9.35631	9.14351	10.9667	9.87164	12.6749	8.2114	9.05362	9.71779	12.8453	0.1445634381944181	0.3718997498624217	0.9796808912089705	0.42957411374483623	0.5982257403194636
RPT5	12.9592	12.6236	13.4919	8.06006	5.36632	10.3015	10.9081	10.8139	7.35566	8.11972	-0.14445360495938983	0.5874602313707407	0.9979149347641074	0.23102152800231068	0.35743784914548477
YER138C	9.16655	13.4894	15.7661	6.75792	7.32085	15.772	9.71418	8.64384	6.85745	6.51166	-0.1444388670223795	0.6919933543715899	0.9979149347641074	0.15989807631434913	0.2598207325566278
YKR078W	9.50697	16.016	14.2186	7.29086	5.46773	18.6111	8.19319	6.61419	4.92897	9.15236	-0.14440007690506668	0.7569178020317185	0.9979149347641074	0.12095128042371632	0.20260068714617246
MCX1	7.76272	9.40278	8.79799	10.2201	11.3174	12.2827	7.95106	9.67981	11.7461	10.8394	0.14433428430810252	0.3393391094224284	0.9705223781593507	0.4693660842760797	0.6426159806376667
SFA1	14.7636	8.63406	8.17583	12.2538	8.67022	6.45058	11.5056	11.891	7.49782	10.1575	-0.14424555342785883	0.5702371156542108	0.9979149347641074	0.24394451870101874	0.37437541107358996
NOT3	7.13845	16.2392	18.4128	5.1595	5.54731	20.6418	7.24299	6.37805	5.46397	7.7759	-0.1442323052283357	0.8085475819666078	0.9979149347641074	0.09229441734387313	0.158401734124214
HCH1	15.2624	10.4263	10.4003	10.5199	5.88831	6.01727	13.0806	12.6226	7.31163	8.47082	-0.14422455330795542	0.640059098353524	0.9979149347641074	0.193779924603801	0.3073176241085436
STT4	12.1896	7.81107	6.69564	12.6688	13.1305	6.26958	10.6305	10.6201	11.4828	8.50137	-0.14413715306194344	0.5606312863481677	0.9979149347641074	0.25132266984859686	0.3839484403152852
TMA64	13.4221	13.0688	13.5252	7.74099	4.73711	10.6819	11.2314	11.982	5.71548	7.89496	-0.14405618930521363	0.655182338814627	0.9979149347641074	0.18363781799173035	0.29330253753139224
MDH1	8.36599	8.50753	7.54013	11.758	11.3342	8.7737	8.62287	10.8072	12.3388	11.9516	0.14405202424628533	0.4126960330050098	0.9979149347641074	0.38436970571021256	0.5464977195685953
MCM5	9.89498	13.6707	13.9965	9.14863	5.78133	12.9456	10.2364	7.7104	6.994	9.6214	-0.1439370148445611	0.6051729115166609	0.9979149347641074	0.21812051991211817	0.3403032871574048
HER1	9.45634	8.73684	8.7748	10.2814	10.2606	8.5221	10.3797	12.1373	12.9587	8.49233	0.14381557118662763	0.3365218994772615	0.9693684594289182	0.4729866684008908	0.6466066111409244
CKI1	11.6696	13.2831	12.6118	9.87797	5.04366	10.8333	8.88694	9.78183	5.98324	12.0286	-0.14358629268398246	0.5955153386771107	0.9979149347641074	0.2251070479225336	0.3496112058136608
POL1	10.0346	13.1637	13.37	8.69377	7.22297	11.7918	9.71469	8.17974	8.74529	9.08346	-0.1435238426363297	0.4876448656548894	0.9979149347641074	0.31189634405044453	0.46012962457077017
WTM1	15.4006	11.6809	10.2584	10.6305	4.51447	6.66584	13.9781	14.3651	5.23244	7.27372	-0.14351248987936088	0.7132457117462099	0.9979149347641074	0.14676083077576735	0.2408557689648085
ALG9	9.99411	8.87969	10.8273	8.99987	8.82116	13.1985	10.5408	9.74173	7.98619	11.0107	0.14311103789201407	0.32078859184930725	0.9693684594289182	0.49378108485480526	0.6693803930115788
IST2	11.9585	6.53576	6.18655	9.32008	13.5215	6.27617	11.4776	12.1604	14.5459	8.01763	0.1430970965983666	0.6456725561131631	0.9979149347641074	0.18998767260284952	0.30209660770679936
ERG24	10.7896	8.79036	9.35106	9.48416	9.10993	9.65328	12.5205	10.9324	8.96303	10.4057	0.14293782105506986	0.19292951410670828	0.8903049346605897	0.714601329467544	0.8991054485737314
XRN1	10.8783	9.42883	9.66528	9.78689	12.714	8.62173	9.44526	10.8517	11.3356	7.27235	-0.14284711190775407	0.3316424172777082	0.9693684594289182	0.4793299280266819	0.6535797493414125
SSQ1	8.70739	8.56901	6.75517	10.9616	12.5345	6.05238	9.72358	12.1122	12.8908	11.6933	0.1427872521519079	0.5510245882526207	0.9979149347641074	0.25882902128582636	0.3936179005988524
GTS1	12.211	11.7947	11.6168	8.4618	8.38494	9.82748	10.5699	11.2348	9.10438	6.79424	-0.14260920903901397	0.41343647030418174	0.9979149347641074	0.3835912157753832	0.5455936078345027
YNL295W	8.03108	7.63272	6.96363	10.8721	14.033	8.53589	8.97763	8.73724	13.245	12.9717	0.14250775583351283	0.5763248472683462	0.9979149347641074	0.23933265614498214	0.36835611410823893
GPA1	12.0173	8.05593	7.44036	12.557	12.3945	7.54455	10.2264	11.0032	10.7567	8.00393	-0.14237429679285307	0.4826704593532556	0.9979149347641074	0.3163492802831495	0.46557480713938043
FAS2	14.7491	10.6255	9.88196	9.96026	7.24562	8.37149	12.0539	12.2459	6.8815	7.98472	-0.14221857079584435	0.5648378550801464	0.9979149347641074	0.2480762048360339	0.3797447149522334
FRT1	9.97076	5.83242	8.4036	10.6807	12.6508	7.10542	9.79099	10.8061	14.6122	10.147	0.14217512776010238	0.570258185712098	0.9979149347641074	0.2439284719713849	0.3743545150278637
MEF2	8.63075	8.78692	7.6924	10.591	11.8373	7.84283	8.88585	10.5412	12.4999	12.6919	0.14217157143730233	0.4421129983085713	0.9979149347641074	0.3544667164655313	0.5114185754520213
CRD1	9.03616	12.5347	8.92622	10.5601	11.4007	10.9725	7.57639	8.96384	9.23063	10.7987	-0.1419550879167281	0.3238036548098769	0.9693684594289182	0.48971825362216304	0.6649499653549615
TIM44	7.1974	9.76497	10.3238	9.20689	11.0508	13.4386	8.88567	8.87457	10.6641	10.5932	0.14185261254690326	0.3809974300546245	0.9858608661935128	0.41907795376495716	0.5863447924303801
PRE9	13.6141	9.45055	9.24657	8.9278	6.30504	8.77679	13.9821	13.827	8.03264	7.83737	0.14183994295122904	0.6057077451117802	0.9979149347641074	0.2177368730301069	0.33979016705208026
VPS9	9.53596	16.314	17.9668	5.55589	3.07733	18.4258	9.64056	6.84749	3.84655	8.78964	-0.1414956679714847	0.8031389221372552	0.9979149347641074	0.09520932657774063	0.16298763784445455
HXT6	12.034	6.49554	5.76197	14.2556	9.01257	5.23093	13.4912	15.5184	9.54396	8.65582	0.14093720594843062	0.6988848538613	0.9979149347641074	0.15559437139588017	0.2536435984398215
YMR130W	8.56459	7.351	5.21692	11.6627	14.7669	4.92852	8.98991	11.4987	15.2338	11.787	0.14079801709969333	0.6944595824590707	0.9979149347641074	0.15835302512547772	0.25760704458673156
NUM1	12.424	5.40249	5.07161	9.33357	15.335	4.2872	10.0776	13.1451	16.652	8.27154	0.14053616975388178	0.7453471146744195	0.9979149347641074	0.1276414254001055	0.21265013157604204
GEM1	9.6769	7.59871	7.54565	10.5948	12.1619	7.41146	10.0835	11.5172	13.5982	9.81162	0.13987843122782295	0.4940776914728925	0.9979149347641074	0.3062047548718565	0.45314089141429903
YDL086W	14.1205	8.28616	6.39437	12.9545	5.82479	6.81392	14.8533	16.4652	6.10594	8.18132	0.13974357205205545	0.7335109583026695	0.9979149347641074	0.13459339362052036	0.22299216589435136
TIF6	14.6264	11.8063	11.9423	8.24245	5.80055	9.14291	12.5116	10.7401	6.66018	8.52719	-0.13964700192545537	0.6134513194918176	0.9979149347641074	0.21221989506396613	0.3323878856607212
GRS1	10.7922	12.1778	10.343	10.2785	8.82644	7.94795	10.1617	10.3844	8.8798	10.2083	-0.13964019612648698	0.21441989017195306	0.890648082372244	0.6687349307737646	0.8528825542750744
SEY1	11.6991	8.10604	8.61746	9.03527	10.1253	9.60625	12.1028	11.1327	10.4376	9.13756	0.13958092107532982	0.27787314493237314	0.9524238653368045	0.5561534236121545	0.7363240456933104
YIR007W	9.17722	14.8442	17.278	7.02786	4.0792	19.5365	9.10969	5.91645	4.02618	9.00463	-0.13898217258651935	0.7976640444801193	0.9979149347641074	0.098179983774031	0.16763944555240207
TGL4	11.3176	9.25359	10.7184	7.69439	8.61005	11.5021	13.7413	9.21613	7.15717	10.7892	0.13894862434138652	0.47720495585015765	0.9979149347641074	0.3212950547602863	0.47159980329509193
YCL057C-A	8.75895	10.261	10.6069	10.3047	7.66596	12.5269	10.4585	9.35923	8.2679	11.79	0.13875036407383465	0.3459536207853103	0.9744754182518152	0.46098211966707353	0.6333451870286871
CDC53	9.85244	13.6975	14.155	7.23761	7.45932	18.8528	7.0952	7.54498	6.20219	7.90291	-0.13871491671662126	0.7384168840961571	0.9979149347641074	0.1316983816111251	0.21869768562445244
YGR169C-A	10.9466	9.74523	9.28234	7.50457	10.1196	11.5663	11.74	10.249	9.76958	9.0768	0.138701805184296	0.24746156471696512	0.9153853473954714	0.6064922453266506	0.7890463309874151
MRP1	8.14323	9.30872	8.63464	10.6696	10.8469	10.7007	8.47971	9.66634	11.6314	11.9188	0.1384276112206968	0.28355774245697185	0.9573320884519764	0.5473584899387911	0.7269994633335293
UTR4	13.5301	7.58018	7.18927	11.0541	8.25057	7.08402	12.6639	13.0126	8.86804	10.7672	0.1383605992239821	0.5780135026814974	0.9979149347641074	0.23806201612692754	0.3666928243611087
WBP1	10.4772	9.4543	11.0471	9.02953	7.60028	12.0829	11.7981	9.90267	7.99934	10.6087	0.1381221031923234	0.342638680995428	0.9705223781593507	0.4651636104463861	0.6379742520163044
BRX1	12.0023	10.9536	12.51	7.98408	8.9406	9.28787	9.19794	11.9375	9.7051	7.48113	-0.13805674398412954	0.42130486400641687	0.9979149347641074	0.3754035268713655	0.5360558238857411
AIM11	8.90481	9.148	8.76595	11.5286	14.0399	9.99088	8.07543	8.34491	10.0376	11.1639	-0.13786895805965216	0.44001299231103475	0.9979149347641074	0.35653449986452723	0.5138681901202895
MAK5	9.78891	10.3954	10.397	8.3686	8.66412	12.4852	10.6666	8.8909	10.8766	9.46665	0.13779318819233755	0.24236106553022121	0.9139953824668171	0.6155371468139047	0.7984102689371901
ISA2	7.69291	7.55268	5.94369	10.8129	15.6146	4.59722	9.14453	10.52	15.2894	12.8322	0.13763826109897237	0.7116520206749588	0.9979149347641074	0.14773231316494173	0.24226943732018213
PET309	7.6311	9.35482	9.16312	9.49518	11.9763	13.4004	7.85576	9.19706	10.9256	11.0007	0.13741946461781998	0.4387389080353943	0.9979149347641074	0.3577938499903107	0.5153582958220044
YMR147W	11.1045	6.63424	4.21681	13.6495	12.0162	4.24034	10.0115	10.4579	19.5835	8.08546	0.1373747634266856	0.7654365137920522	0.9979149347641074	0.11609082436894962	0.1952382629361744
HMF1	14.6613	5.91778	5.84956	15.532	10.4175	5.8857	9.73554	14.594	8.50682	8.89979	-0.13734116195714083	0.7142072700463054	0.9979149347641074	0.14617573335784906	0.24000347109846862
NAM2	6.93583	9.06124	8.90807	10.4213	12.3018	12.8181	7.53883	9.39341	11.3651	11.2564	0.13697405446799607	0.47800408334235467	0.9979149347641074	0.3205683934182622	0.4707160677856026
KTI12	9.97677	14.4768	15.2608	6.83674	5.81814	16.45	10.66	7.11885	4.1177	9.28422	-0.13682607202143554	0.7449852694021954	0.9979149347641074	0.1278523144739747	0.2129653517529601
PPX1	12.4672	11.6068	10.0098	10.2678	8.01387	9.2483	10.3439	10.6645	7.8717	9.50618	-0.1366065378718895	0.32586692179736915	0.9693684594289182	0.48695972179925356	0.6619366273938634
NCS2	10.7201	9.58617	10.9686	8.49643	7.86364	13.8959	9.79679	8.92917	9.22913	10.5142	0.13658792053351484	0.40765013256621563	0.9979149347641074	0.3897124121090747	0.552689894333472
AIM45	7.96292	9.09258	8.31444	11.0738	11.1916	9.7063	8.60326	10.4578	11.8465	11.7507	0.13655844897502128	0.33322958630080207	0.9693684594289182	0.4772564460505295	0.6513029351167782
DUO1	7.56232	19.0126	19.0559	2.3891	4.34359	22.9638	9.36496	4.02072	6.74968	4.53742	-0.13649196571303504	0.8549534031209303	0.9979149347641074	0.0680575546506794	0.11940579585056554
FKS1	10.261	10.0669	10.6938	9.39555	7.21962	13.6698	11.3142	8.57333	8.40738	10.3984	0.13647216230480763	0.4340038913342268	0.9979149347641074	0.3625063765303335	0.5209223860835891
COX17	9.16097	7.4077	5.58378	11.4381	14.0475	4.8143	11.4698	7.80146	17.7538	10.5226	0.13640474128504568	0.7278616379671894	0.9979149347641074	0.13795116955832312	0.22795155240427895
YIR014W	10.5579	9.49987	12.4593	8.45981	6.66276	15.5759	10.7326	8.79804	5.01289	12.241	0.13631443400523413	0.6511920658219779	0.9979149347641074	0.18629089956652892	0.29698483659551467
ERP1	11.922	9.28637	11.4661	8.42366	6.54202	11.9933	12.2189	10.1484	8.46447	9.53471	0.13628107984099117	0.46346692884613827	0.9979149347641074	0.33398124993814604	0.48694716351157397
PEX29	12.8652	8.79619	8.71388	9.86325	12.1158	5.26619	10.9039	10.9448	12.8166	7.71409	-0.13596620162849113	0.5711489723925389	0.9979149347641074	0.24325060024846168	0.37347148752756265
FMC1	7.30843	5.71118	4.76117	11.6579	18.2138	4.51483	7.53283	10.4682	16.8822	12.9494	0.1355682375681378	0.781139147569818	0.9979149347641074	0.10727159654650537	0.18174284822532116
HAL9	9.76057	12.1914	14.8806	6.188	4.6336	14.6271	12.4274	6.56597	4.834	13.8913	0.13547049602958666	0.7413124842963968	0.9979149347641074	0.1299986859495099	0.21616822478047426
PRE8	13.8617	9.56617	9.01093	8.8918	6.32393	9.57889	13.4907	13.0831	7.83862	8.3541	0.13544967538696387	0.596328051131348	0.9979149347641074	0.2245147610634151	0.3488247763875649
GAS5	9.45485	12.3565	11.9932	8.37805	5.47219	13.9074	12.1722	8.20104	7.48333	10.5813	0.13543794560490993	0.6047524161740043	0.9979149347641074	0.21842238782107867	0.3407068818016024
RPA34	13.8692	8.02292	8.37027	9.66375	7.73125	5.56878	14.4431	12.459	12.3267	7.54507	0.13528702370302687	0.6548092432393233	0.9979149347641074	0.1838851987477257	0.2936463739123118
PGK1	13.9567	7.30553	7.45244	11.5912	7.35185	7.04631	14.4195	14.8321	8.09241	7.95195	0.13526656011122806	0.6804948712967231	0.9979149347641074	0.16717514360675373	0.2701887931576297
PUP2	13.4131	8.73583	8.93263	9.98075	6.59733	9.21959	12.7615	13.7071	8.306	8.34626	0.1351582740077694	0.575177949337365	0.9979149347641074	0.24019777190311134	0.3694873534513068
AIM27	14.8255	8.44188	10.7998	10.9319	2.66099	10.6902	11.4976	12.8251	6.61014	10.7169	0.1351312000843597	0.6888541395337253	0.9979149347641074	0.16187272744180095	0.26264358022848006
YLR050C	11.3404	8.83682	11.2463	8.36168	7.88827	11.7766	10.9915	9.92241	8.69901	10.937	0.1343556766206749	0.334126360162855	0.9693684594289182	0.47608926030418275	0.6500202002863796
RPL4A	13.0601	9.42925	10.1214	8.66921	6.39708	10.3267	12.0832	11.7409	8.23319	9.93897	0.13414948915173883	0.4894269067804844	0.9979149347641074	0.31031215851289	0.4581876737471659
CLA4	11.3231	7.45879	8.33252	12.1568	13.0505	8.35558	9.34547	9.82517	11.8428	8.30914	-0.13408113211623982	0.48515216550499485	0.9979149347641074	0.3141220257801767	0.4628537111434526
STE24	10.2621	10.3035	11.5298	8.86209	6.72195	14.2295	10.5038	9.35556	7.50627	10.7254	0.13400986392289363	0.5180045168447496	0.9979149347641074	0.28566645332002205	0.4276420706226158
ARO10	9.44137	13.4571	14.0601	9.03234	6.32831	15.1035	10.8905	7.36475	4.9336	9.38844	-0.13393289329137648	0.6903538663997044	0.9979149347641074	0.16092823849428425	0.2612942792541435
SMD1	5.30645	3.12363	3.31405	8.12525	32.4477	3.33262	5.3384	8.74616	20.8899	9.37582	-0.1338100402628079	0.88753511035053	0.9979149347641074	0.05181445750680238	0.09233693278129904
YCF1	12.694	8.48178	8.971	9.77454	7.7621	7.37887	14.9837	10.3735	7.73667	11.8438	0.13377941610627203	0.5879322256318988	0.9979149347641074	0.23067273469007205	0.35697761671128886
SAR1	13.0552	7.59072	7.52665	11.4745	8.03884	9.531	11.0095	13.7705	7.98988	10.0133	0.1336389999256652	0.5527242760807265	0.9979149347641074	0.2574914604474076	0.39189996740966754
VAM3	9.71896	11.2372	12.6333	7.96493	6.13231	16.4617	10.6925	7.70914	7.26302	10.1869	0.13358972783605638	0.6569453183470355	0.9979149347641074	0.18247077797212324	0.29167909741193787
OM14	12.0166	16.0276	13.6668	10.6014	0.0	16.8476	11.0853	9.40087	0.306233	10.0476	-0.1335386918065372	0.8155736281026302	0.9979149347641074	0.08853682575151704	0.15245828733764563
NOG1	11.2515	10.9416	11.418	6.29466	7.78394	11.5	12.6483	8.61587	9.28227	10.2639	0.13341843984210763	0.49064732537075884	0.9979149347641074	0.3092305642500649	0.45686036935200725
RPS8A	12.1705	9.64811	9.62583	7.84246	8.40525	9.76617	12.4339	10.9996	9.38813	9.72	0.1332742713241334	0.3522623297250064	0.9777020076399189	0.4531337969756801	0.6246280055965181
PCK1	13.0639	11.3603	10.7649	8.91097	3.59248	12.3119	13.8704	14.107	3.95697	8.06132	0.13325637931597492	0.726105459796881	0.9979149347641074	0.13900029764475572	0.22949640555301162
LEU1	15.1591	11.61	10.0728	9.88739	5.57658	7.57565	11.868	12.6098	6.47018	9.17049	-0.13316144766869611	0.6487262667654946	0.9979149347641074	0.1879385172380098	0.2992658364136247
RRP14	9.80181	11.8287	10.2554	8.24174	12.1724	10.2293	10.591	8.65444	8.25497	9.97028	-0.13282336194215383	0.30987594110909883	0.9693684594289182	0.5088121412475418	0.6856935767677357
PUS7	14.545	7.72573	7.1204	9.73116	8.57881	6.55079	15.4317	13.6569	8.26841	8.3911	0.13275806711862906	0.6833472192667155	0.9979149347641074	0.16535856850834024	0.2676095171299294
ERG28	11.0358	9.70048	11.9725	8.56783	6.42506	13.4299	11.1244	9.5851	7.72319	10.4357	0.13272400057042227	0.5145234930949649	0.9979149347641074	0.28859479060306364	0.4313052176606178
AIM25	8.95902	11.7489	12.3715	9.86109	9.35435	13.3013	7.89905	7.5247	8.15864	10.8215	-0.13252292247853464	0.4989385447400275	0.9979149347641074	0.3019529440037307	0.4478985489002912
SNF2	9.68042	11.4843	13.1105	9.15635	8.86056	13.4991	7.69133	7.14023	9.26289	10.1142	-0.13237018892715605	0.5256937284351109	0.9979149347641074	0.2792672041158171	0.4196041073574965
HIS6	15.4825	10.2487	10.0538	11.1585	5.34834	11.0204	13.4183	10.5382	4.09598	8.63531	-0.13234888239796846	0.6936425571576206	0.9979149347641074	0.1588642693788276	0.25834002041509996
ASM4	10.1616	5.66277	6.07399	17.9789	12.414	7.37231	8.33616	15.3881	8.35428	8.25786	-0.1323171558101755	0.7432556669057763	0.9979149347641074	0.12886177085961958	0.21447290125745372
YOR059C	11.2606	10.6492	10.8779	8.26067	6.66062	13.3752	10.5512	10.2441	7.72181	10.3988	0.13230455028477114	0.4891610103933578	0.9979149347641074	0.3105481666108899	0.45847714036104253
NPR2	12.1114	14.2111	12.3264	7.87667	5.76378	14.6868	10.5322	8.84067	4.65832	8.99262	-0.13220700450349324	0.6944717936589776	0.9979149347641074	0.1583453886693816	0.2575960924784776
MDM35	7.17446	7.39309	6.73334	12.482	18.499	5.96372	10.0603	8.6377	13.5555	9.50092	-0.13177348628707392	0.732335096556162	0.9979149347641074	0.1352901521591571	0.2240231614708784
CIR2	7.40559	10.2534	10.9534	8.85539	10.2518	14.4479	8.65965	7.68854	10.0118	11.4727	0.13169407708642034	0.5162541467177876	0.9979149347641074	0.28713644692988555	0.4294821025825512
PEF1	12.6406	8.30761	8.04257	10.5765	8.15385	7.16795	11.673	13.8741	10.7413	8.82253	0.13160002843598706	0.551890413117136	0.9979149347641074	0.25814714999432803	0.3927423928811494
BAT1	8.76761	7.78503	5.55904	11.0183	14.5924	4.8405	8.46813	10.8988	15.5162	12.5539	0.13152498393351802	0.7114104517231525	0.9979149347641074	0.14787975864370492	0.24248383530640033
MDM31	9.07526	10.3594	10.3695	9.67006	8.25213	13.6608	9.9137	8.59801	8.712	11.3891	0.13129678817472937	0.4026054942281513	0.9979149347641074	0.3951203027293139	0.5589353913352529
RRP5	10.8963	11.2158	13.6485	8.45067	8.06085	9.81184	10.3664	10.4402	9.79936	7.31011	-0.13120850954289426	0.4592372782876306	0.9979149347641074	0.33796286560681943	0.49173301684823856
RBK1	16.8886	8.85459	8.80927	11.6993	6.02018	5.381	13.3809	12.9136	6.59359	9.45893	-0.13120021656727388	0.720257873028827	0.9979149347641074	0.14251198581493862	0.23465134586313335
MSC6	7.46358	9.55784	9.49592	10.0148	11.1966	11.7862	8.54843	9.41311	11.3524	11.1713	0.13116465302146527	0.3262180469681877	0.9693684594289182	0.48649201668048486	0.6614252985114442
UGA1	11.1565	12.4771	12.786	9.57118	6.27636	13.8791	10.4562	9.00911	5.39754	8.99082	-0.1309241583346158	0.630211941234804	0.9979149347641074	0.20051337208672565	0.3165322376320161
YPR097W	15.356	10.429	9.97674	9.75314	6.75037	7.81504	13.7149	8.74055	6.27422	11.19	-0.13081335480742445	0.6477503487545273	0.9979149347641074	0.18859234451407741	0.3001697905520198
PUS4	8.46437	7.92145	6.81639	10.2325	18.8293	6.61012	8.45339	9.90343	12.8969	9.87219	-0.13073923221533212	0.715594345505695	0.9979149347641074	0.14533309980586206	0.23877485445721466
DIM1	11.8903	10.1015	10.1853	7.98187	12.104	9.21928	10.7252	9.54913	10.3627	7.88061	-0.1306836261420467	0.3415807901795055	0.9705223781593507	0.4665065611493781	0.6394587167423826
CCA1	8.52889	12.222	12.9553	8.69064	9.86317	12.111	7.81035	8.50976	8.7733	10.5356	-0.13050825603990118	0.4727520093877148	0.9979149347641074	0.3253666165513691	0.4765420668966255
SAM37	8.44291	9.60601	9.39825	10.0046	10.2907	11.9966	8.6235	8.84309	10.8112	11.9831	0.13036462418328967	0.2916783028928699	0.9606500183838742	0.5350958755898326	0.7139380145807235
ADE6	13.8214	9.02661	8.26758	11.9991	9.14191	7.75654	12.1363	12.3241	7.05637	8.47015	-0.13031013757949989	0.5732381112239667	0.9979149347641074	0.2416649436339927	0.3714036166236359
DPL1	10.9745	9.2185	10.4047	8.51742	8.63449	11.4308	12.0037	9.5606	8.23927	11.0161	0.12995506465580542	0.31573539192503564	0.9693684594289182	0.5006767337357643	0.676879277008765
TIM9	6.40756	9.17876	9.37052	9.82398	12.9691	10.1621	8.43017	8.08021	12.2748	13.3029	0.12993769116919643	0.5566338320451486	0.9979149347641074	0.2544304009053352	0.38796016551588525
RSN1	11.0273	5.98594	5.13046	14.2804	15.8238	4.98989	10.1818	11.4787	13.2388	7.86279	-0.12981249745738116	0.7367717164505948	0.9979149347641074	0.1326670543980732	0.22013655354669767
YCG1	5.90568	5.99462	4.58909	10.9285	24.8297	3.65236	5.62014	5.84842	21.908	10.7235	-0.12979064422620326	0.8617589469463863	0.9979149347641074	0.06461419896814379	0.11373332095693885
LCB2	12.5966	11.3036	13.3599	8.87616	6.10938	11.7525	10.7211	8.55155	6.73193	9.9972	-0.12968060534669462	0.5873080951188485	0.9979149347641074	0.23113401304906198	0.357586237884443
CAM1	11.0874	11.2218	10.2739	10.2277	9.43231	10.8641	9.44764	11.8428	7.61979	7.98249	-0.12953400761950454	0.3349025715318628	0.9693684594289182	0.4750815177398871	0.6489120581400086
RIX1	12.8962	7.40255	8.81269	8.71942	9.92631	11.6327	11.3933	8.96662	10.5773	9.6728	0.1295126645385121	0.4201799215242039	0.9979149347641074	0.3765647043802892	0.5374117095672573
YNL194C	10.3177	7.06784	5.94908	12.4656	16.439	5.5034	10.3608	11.7672	12.45	7.67951	-0.12930303084093142	0.7067382290492181	0.9979149347641074	0.15074141609142133	0.2466366386530834
RPP1A	12.4184	9.08582	8.93405	10.2583	7.06444	10.0988	12.3254	10.5804	8.61192	10.6224	0.129291725033743	0.4236667381504683	0.9979149347641074	0.37297563088866453	0.5332173151258609
HSP78	9.37455	7.37119	5.32188	12.1844	13.5102	4.62283	9.53474	12.8395	13.8096	11.431	0.1292206536097025	0.6965874596001392	0.9979149347641074	0.15702434824626268	0.2556998529676665
RPS27B	12.5441	9.5246	9.4467	7.74621	8.50221	8.87648	13.4557	11.3402	9.91548	8.64835	0.12913200246775552	0.48001319784326146	0.9979149347641074	0.31874682164169565	0.46849849609240435
PRB1	9.32067	6.14872	5.38983	12.1516	14.7544	4.51781	10.7597	13.4818	11.7548	11.7206	0.12904828780289396	0.7137196060269106	0.9979149347641074	0.14647237291892007	0.24043566228407814
YLR063W	12.4415	9.33031	10.3765	8.62688	11.4578	7.60081	9.48994	8.15745	11.4166	11.1023	-0.12894399935155704	0.41092179253320527	0.9979149347641074	0.3862408260636342	0.5486688481164957
GVP36	13.1519	10.8203	10.5972	8.21054	4.99194	14.7651	12.0546	10.0419	6.36091	9.00559	0.12866456772188503	0.6645970556563093	0.9979149347641074	0.17744158709439806	0.2846571569380468
ETR1	8.78212	9.22735	8.18703	10.678	10.8976	8.05102	9.74067	11.4047	12.2095	10.822	0.1286521229750839	0.34887940778767634	0.9744754182518152	0.45732466353585266	0.6292875412971979
ATO3	14.6445	6.94589	7.58035	13.0013	5.60436	6.07026	15.0705	17.5799	7.86218	5.64078	0.12840431547156334	0.7775523798946229	0.9979149347641074	0.10927034502400662	0.1848170963618563
ERG9	11.3543	9.98626	10.9947	8.30622	7.13885	12.4001	11.1344	10.3045	7.69255	10.6881	0.12817597012306145	0.44868233113946343	0.9979149347641074	0.3480610324052351	0.5038065538420082
ERG25	15.5134	9.3695	10.6013	6.47544	10.2583	3.84991	12.6459	6.08701	14.1873	11.0121	-0.12807166027925382	0.7270045509834631	0.9979149347641074	0.13846287048784114	0.22870531540448513
